repo,title,body,labels,is_beginner_friendly
ArduPilot/ardupilot,Remove mavlink enum dependencies on non related library,"## Feature request

**Is your feature request related to a problem? Please describe.**
In numerous place, we were using mavlink enum. Those are well defined and conveniant but they bring a hard link to mavlink that can be harmfull codewise.

Therefore, we got a recent effort to reduce this dependency : see https://github.com/ArduPilot/ardupilot/pull/23229 . In this PR, we decouple the GPS status from the mavlink enum. That lower our inclusion mess.

**Describe the solution you'd like**
We should now update our codebase to remove the mavlink GPS enum in favor of the GPS_Status enum.

Some other work could be done to make the same for EKF and other mavlink enums !

**Describe alternatives you've considered**
_A clear and concise description of any alternative solutions or features you've considered._

**Platform**
[ X ] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

**Additional context**
_Add any other context or screenshots about the feature request here._
","['Enhancement', 'good first issue']",1
ArduPilot/ardupilot,Custom Build Server Enhancements,"## Feature request

Our Custom Build Server (https://custom.ardupilot.org/) is great, but is lacking a lot of features which would make it very useful.  Given that when adding one feature it is often convenient to add several, this is a compendium issue of features which people have mentioned as being potentially useful.

 - ~~ability to select a branch to build (instead of ""only master"")~~
    - ~~this will require inspecting the selected branch to work out which option are available to present to the user~~
    - selecting branches from a white-listed github account name list would be a useful follow-up to this
 - ability to modify interface based on which vehicle is to be built
 - ability to build AP_Periph (linked to above point)
 - ability to upload a hwdef.dat (and perhaps other files) to populate the interface.  We already allow downloading of the hwdef.dat
 - ability to specify default parameter values to be included in the build
 - ability to specify some parameters as read-only
 - ability to enable assertions
 - ~~better dependency tracking / magic update of interface with deps selected (with warning to user that deps have been selected)~~
 - ~~download features.txt from (e.g.) https://firmware.ardupilot.org/Plane/latest/mRoX21-777/features.txt to pre-populate interface when it would be otherwise empty~~
",['good first issue'],1
ArduPilot/ardupilot,AP_SmartRTL algorithm breaks on Circle mode,"## Bug report

**Issue details**

A flight on the weekend showed a problem where the SmartRTL buffer filled up while the vehicle was in circle mode, and SmartRTL disengaged.

This is trivially reproducible in SITL:
```
mode loiter
arm throttle
rc 3 2000
mode circle
rc 3 1500
set sim_speedup 100
```

**Version**
master

**Platform**
[  ] All
[  ] AntennaTracker
[ X ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

**Airframe type**
Chimera

**Hardware type**
Lumeneer H743

**Logs**
n/a - reproducible in SITL
","['Copter', 'good first issue']",1
ArduPilot/ardupilot,Write autotest for the no-short-failsafe option in auto mode for Plane,"## Feature request

**Is your feature request related to a problem? Please describe.**
We had a regression where a user set the ignore-short-failsafe-in-auto option and it didn't have an effect

**Describe the solution you'd like**
An autotest to ensure the option works

https://discuss.ardupilot.org/t/fs-long-actn-and-fs-short-actn/77900/8

**Describe alternatives you've considered**
Having the feature break again and we don't know about it

**Platform**
[  ] All
[  ] AntennaTracker
[  ] Copter
[ X ] Plane
[  ] Rover
[  ] Submarine
","['Plane', 'good first issue']",1
ArduPilot/ardupilot,Make more features configurable,"## Cleanup request

Our new build server (https://custom.ardupilot.org) allows users to make their own firmwares by selecting and de-selecting features.

Sometimes the amount of code required to run a feature exceeds the flash space available on boards.

The more things we allow users to remove from the compilation the more likely they are to get a firmware that does everything they want.

A good example of this is scripting - users of 1MB boards would love to have it, but it is a large chunk of code and excluded from the 1MB builds by default.

*note* - each of these libraries can and should be done as a separate Pull Request!

There are many places in the code that we could allow users to exclude chunks of code on a piece-by-piece basis, for example:
 - rangefinder library
 - visual odometry backends
 - AC_Avoid

 - DONE AP_Winch backends
 - DONE GPS backends (@Hwurzburg is currently looking at these)
 - DONE rangefinder backends
 - DONE precision landing library
 - DONE compass backends
 - DONE airspeed backends
 - DONE AP_Mount backends
 - DONE battery monitor backends
 - DONE AP_Winch
 - DONE AP_MSP backends
 - DONE optical flow library
 - DONE optical flow backends
 - DONE RCInput backends (e.g. srxl)
 - DONE FRSky library
 - DONE FRSky backends

The larger the amount of code excised the more useful the change is.  `nm` can be used to show the largest symbols in the compiled code:
```
pbarker@bluebottle:~/rc/ardupilot(pr/sitl-on-hw)$ arm-none-eabi-nm --demangle --size-sort --print-size build/NucleoH743/bin/ardurover | tail -20
3000de30 00001200 B NavEKF_core_common::nextP
080e58ac 00001264 T NavEKF3_core::FuseDragForces()
3000a484 000013c8 b xsimstate
080e4454 0000144c T NavEKF3_core::FuseSideslip()
080880c8 00001540 T SoloGimbalEKF::predictCovariance()
0810a8cc 0000163c T NavEKF2_core::FuseSideslip()
300183d0 00001658 b supported_frames
30011e20 000017e4 b icm40609
3001be50 000018a0 B SDU1
08111918 00001e78 t __static_initialization_and_destruction_0(int, int)
0810d548 00001f5c T NavEKF2_core::FuseOptFlow()
081330b0 00002014 T AP_Param::param_defaults_data
080e80fc 000022f8 T NavEKF3_core::FuseOptFlow(NavEKF3_core::of_elements const&, bool)
080d4e08 00002814 T NavEKF2_core::FuseMagnetometer()
0805ff8c 000029ee T NavEKF3_core::FuseBodyVel()
081460a4 00002ddb t ap_romfs_0
0805597c 00002edc T NavEKF3_core::FuseMagnetometer()
080df5ac 00004d0c T NavEKF2_core::CovariancePrediction()
0806626c 00005e70 T NavEKF3_core::CovariancePrediction(Vector3<double>*)
30002518 00006740 B rover
pbarker@bluebottle:~/rc/ardupilot(pr/sitl-on-hw)$ 
```


There are also some large wins available by filling out `AP_NavEKF3_features.h` with more options.  This work will be much more complicated, but the ability to, for example, exclude magnetometers from the EKF's calculations would save a very large amount of code. ~~(see https://github.com/ArduPilot/ardupilot/issues/19070 however)~~

The pattern we use is `AP_<foo>_ENABLED`.  An example of this is `AP_QUADPLANE_ENABLED`.  Typically the main library header will contain:
```
#ifndef AP_GPS_NOVA_ENABLED
#define AP_GPS_NOVA_ENABLED 1
#endif
```

The new option should also be added to the custom build server configuration: https://github.com/ArduPilot/ardupilot/blob/master/Tools/scripts/build_options.py 

The code *must* be tested for compilation and working-ness with and without the option set.

**Platform**
[ X ] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine
",['good first issue'],1
ArduPilot/ardupilot,Move test_onboard_logging_generation outside autotest.py,"## Feature request

**Is your feature request related to a problem? Please describe.**
Move test_onboard_logging_generation outside autotest.py to all to validate logger documentation before running the full autotest suite. Ideally, on CI it should run on build_ci.sh with param_parse.py to allow to validate soon that the documentation is correct and not wait that all test pass to trigger a documentation failure...

**Describe the solution you'd like**
_A clear and concise description of what you want to happen._

**Describe alternatives you've considered**
_A clear and concise description of any alternative solutions or features you've considered._

**Platform**
[ X ] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

**Additional context**
_Add any other context or screenshots about the feature request here._
","['AllVehicles', 'BuildSystem', 'good first issue', 'CI']",1
ArduPilot/ardupilot,Add visualisation for data in build_binaries_history.sqlite,"## Feature request

This file is generated as part of an autotest run.  It contains information about which boards built and which boards did not for a particular tested git sha.

It would be nice to be able to visualise this data on the autotest results page.

Previously when I've done this I've created a table, the left-most column being the most recent tested master commit, the columns sorted by git history.  This allows you to narrow down to a narrow range of commits where a board's build was broken.

However, a quicker patch giving a lot of value would be to extract the data in autotest.py's build_binaries.py and do a `results.add()` for the failing boards.  Only the failures for the master commit (as opposed to the stable/beta tags) would be reported as the story is too difficult to tell otherwise.  Rejigging autotest to run on the different tags (as opposed to running build_binaries on the different tags) is not in scope here :-)
",['good first issue'],1
ArduPilot/ardupilot,Modify autotest to notify Discord when run is complete,"## Feature request

We need to cut back on the number of tests we run on CI (so they finish faster, given we can't reasonably increase the resources allocated there).  However, we still want more tests overall.  The autotest results tend to get ignored a lot of the time.

A push notification to Discord (summarising improvements or regressions) may allow us to quickly notice and fix regressions that occur because we're not running all of the tests in the CI environment.

**Describe alternatives you've considered**
Continue to run more and more tests in CI.  We already take too long and randomly time out, which is no good.
Run fewer tests, catch fewer regressions.
Spend time optimising the time taken to run tests.

**Platform**
[ X ] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine
",['good first issue'],1
ArduPilot/ardupilot,Copter: POSITION_TARGET_LOCAL_NED doesn't correctly reflect SET_POSITION_TARGET_LOCAL_NED,"## Bug report

**Issue details**

POSITION_TARGET_LOCAL_NED doesn't correctly reflect SET_POSITION_TARGET_LOCAL_NED. 
It always returns MAV_FRAME_LOCAL_NED, regardless of what was specified in SET. 
The type mask is also incorrect - it can only return 3 different masks, when there are many more possible combinations. 
Finally, yaw and yaw_rate are always zero. 

**Version**
4.03

**Platform**
[  ] All
[  ] AntennaTracker
[x] Copter
[  ] Plane
[  ] Rover
[  ] Submarine
","['Enhancement', 'Copter', 'good first issue']",1
ArduPilot/ardupilot,Copter: implement Circle within Guided (aka LOITER_TURNS),"This enhancement request comes from this discussion: https://discuss.ardupilot.org/t/copter-not-supporting-mav-cmd-nav-loiter-turns-question/51785

The request is to implement Circle mode (aka LOITER_TURNS) from within Guided mode.

Support for LOITER_TURNS is already implemented in Auto mode so this should be possible.","['Enhancement', 'Copter', 'good first issue']",1
ArduPilot/ardupilot,Make error more explicit on install script,"### Feature request

**Is your feature request related to a problem? Please describe.**
We got some report of use that have failure to use SITL after using the install script.
I am pretty confident that they are just typing the command from the wiki and don't read output and miss the failure

**Describe the solution you'd like**
I propose that we make the error on the install script very visual with a big banner and if possible color !
","['Enhancement', 'good first issue']",1
ArduPilot/ardupilot,AP_Notify: Create automatic audible lost/crashed vehicle alarm,"### Feature request

**Is your feature request related to a problem? Please describe.**
When a vehicle crashes or is otherwise lost, it can be difficult to find it if you cannot see it.  If you do not have and RC connection, you cannot activate the lost vehicle alarm.  The lost vehicle alarm can only be activated by stick gesture or aux switch.  If you do not have a GCS connection and GPS, you cannot see its coordinates.

**Describe the solution you'd like**
- Lost vehicle alarm sound activate and stay activated when the RC and GCS are lost
- Lost vehicle alarm sound activate and stay activated on crash detection
- Change the lost vehicle alarm sound to something more unique, such as the sound of an ELT
- Change RGB lights to flash as bright white as possible and remain flashing after crash detection

**Describe alternatives you've considered**
Pop smoke and launch flares. But probably not practical at this time :)

**Platform**
[X] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine
","['Safety', 'Library', 'AllVehicles', 'good first issue']",1
ArduPilot/ardupilot,Plane: BUG with auto_state.checked_for_autoland,"### Bug report
Switch AUTO->RTL again an again,  because checked_for_autoland always set to false when change mode

```
bool Mode::enter()
{
    // cancel inverted flight
    plane.auto_state.inverted_flight = false;

    // don't cross-track when starting a mission
    plane.auto_state.next_wp_crosstrack = false;

    // reset landing check
    plane.auto_state.checked_for_autoland = false;

```

**Version**
4.0
**Platform**
[  ] All
[  ] AntennaTracker
[  ] Copter
[*] Plane
[  ] Rover
[  ] Submarine

**Airframe type**
_What type of airframe (flying wing, glider, hex, Y6, octa etc)_

**Hardware type**
_What autopilot hardware was used? (Pixhawk, Cube, Pixracer, Navio2, etc)_

**Logs**
_Please provide a link to any relevant logs that show the issue_
","['Plane', 'good first issue']",1
ArduPilot/ardupilot,"Copter: pre-arm check ""Terrain data missing"" when attempting to arm without GPS lock",,['good first issue'],1
ArduPilot/ardupilot,"ADSB: _OFFSET_LAT, OFFSET_LON should be renamed to POS_X/Y/Z","ADSB appears to use non-standard position offset parameter names, ADSB_OFFSET_LAT/LON which I think should be renamed to be ADSB_POS_X/Y/Z to be consistent with other sensors ([wiki](http://ardupilot.org/copter/docs/common-sensor-offset-compensation.html))

Maybe I'm misunderstanding but I don't see how a ""LAT"", ""LON"" parameter can be a good name for something that is in body frame.

Because users look at parameters directly a lot, I think we need to be careful about how we name things.",['good first issue'],1
ArduPilot/ardupilot,nmea output code should use fixed buffer and fix snprintf issues,"The AP_NMEA_Output code should allocate buffers once for max size of strings, and also needs to fix the use of snprintf for the lng_string to ensure it doesn't end up with an unterminated string in %s for next printf","['BUG', 'Library', 'good first issue']",1
ArduPilot/ardupilot,AC_Avoidance: Dijkstra's VisGraph should hold distances in meters,Dijkstra's [VisGraph class should hold distances in meters](https://github.com/ArduPilot/ardupilot/blob/master/libraries/AC_Avoidance/AP_OADijkstra.h#L85).  It currently holds the distances in cm perhaps because this saves a small amount in computation but even so we should change this to be meters.,"['Copter', 'Rover', 'good first issue']",1
ArduPilot/ardupilot,Rover: boats entering SmartRTL should loiter during path cleanup and during failure,"There are two places in mode_smart_rtl.cpp where stop_vehicle() is called ([see here](https://github.com/ArduPilot/ardupilot/blob/master/APMrover2/mode_smart_rtl.cpp#L40)).  

This is fine for Rovers but for boats they should ideally Loiter (i.e. hold position) if they can during the SmartRTL_WaitForPathCleanup and SmartRTL_Failure stages.

[Guided mode's behaviour when _guided_mode == Guided_WP](https://github.com/ArduPilot/ardupilot/blob/master/APMrover2/mode_guided.cpp#L35) can be used as a reference on how this can be done.","['Enhancement', 'Rover', 'good first issue']",1
ArduPilot/ardupilot,Rover: Guided mode's wp_bearing is incorrect for some sub modes,"While working on this PR: https://github.com/ArduPilot/ardupilot/pull/11283 I found that Guided mode's wp_bearing valueis incorrect for some submodes.

Guided uses the [mode.cpp's wp_bearing method](https://github.com/ArduPilot/ardupilot/blob/master/APMrover2/mode.cpp#L163) which calls the navigation library. This works when _guided_mode == Guided_WP but is incorrect when it's Guided_HeadingAndSpeed, Guided_TurnRateAndSpeed and Guided_Loiter.

We should override the wp_bearing for Guided mode and then handle these other sub modes.  For example, for Guided_HeadingAndSpeed we should use the target heading.  For Guided_TurnRateAndSpeed we should return 0.0f.  For Guided_Loiter we should call ModeLoiter's wp_bearing.","['BUG', 'Rover', 'good first issue']",1
ArduPilot/ardupilot,SITL: add correct battery estimator from vehicle type,"### Feature request

**Is your feature request related to a problem? Please describe.**
Following https://github.com/ArduPilot/ardupilot/pull/9900, we should create a correct way to implement battery consumption on SITL : 
Maybe with a battery object in SITL and with model of consumption on each vehicle backend.

**Platform**
[ X] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

","['Enhancement', 'SITL', 'good first issue']",1
ArduPilot/ardupilot,RangeFinder: Using existing  Analog offset for other interfaces (I2C or Serial),"### Feature request
Expand rangefinder offset 

**Is your feature request related to a problem? Please describe.**
Need some easy fix to adjust sensor offset.
For example, the Garmin Lidar Lite, has an offset of approx. 25 cm on low range, and users do not have a mean to compensate.

**Describe the solution you'd like**
Just tested using the existing analog offset  within this code 
https://github.com/ArduPilot/ardupilot/blob/master/libraries/AP_RangeFinder/AP_RangeFinder_PulsedLightLRF.cpp#L94

    uint16_t _distance_cm = be16toh(val);
    float offset  = state.offset;
    // remove momentary spikes
    if (abs(_distance_cm - last_distance_cm) < 100) {
        state.distance_cm = (_distance_cm-offset);


**Platform**
[x  ] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine


","['Enhancement', 'Library', 'good first issue']",1
ArduPilot/ardupilot,PRX_ORIENT does not work (Teraranger EVO Tower),"**IF YOU DON'T REMOVE THESE FOUR LINES, THEN YOUR REPORT WILL BE CLOSED AUTOMATICALLY**
Questions and user problems should be directed at the forum (http://discuss.ardupilot.org)
_**Please be very sure you have found a bug when opening this issue**_
If there was a previous discussion in the forum, link to it

### Bug report

**Issue details**

When setting PRX_ORIENT = 1 with a Teraranger Tower Evo hub board, mounted upside down, the sensors stop working and no data comes to proximity screen in MP. Otherwise, setting back to = 0 gives distance data.

**Version**
3.6.0

**Platform**
[  ] All
[  ] AntennaTracker
[ X] Copter
[  ] Plane
[  ] Rover
[  ] Submarine


**Hardware type**
Pixhawk 2.1 cube


",['good first issue'],1
ArduPilot/ardupilot,AP_Param can set parameters by name which it shouldn't,"### Bug report

**Issue details**

The ArduSub tests currently pass when they probably shouldn't.

**Version**
master
**Platform**
[  ] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[ X ] Submarine

**Airframe type**
Sub

**Hardware type**
SITL

Reproduce with:

```
--- a/libraries/GCS_MAVLink/GCS_Param.cpp
+++ b/libraries/GCS_MAVLink/GCS_Param.cpp
@@ -329,6 +329,9 @@ void GCS::send_parameter_value(const char *param_name, ap_var_type param_type, f
         if ((1U<<i) & mavlink_active) {
             const mavlink_channel_t _chan = (mavlink_channel_t)(MAVLINK_COMM_0+i);
             if (HAVE_PAYLOAD_SPACE(_chan, PARAM_VALUE)) {
+                if (!strcmp(param_name, ""ARMING_RUDDER"")) {
+                    abort();
+                }
                 mavlink_msg_param_value_send(
                     _chan,
                     param_name,
pbarker@bluebottle:~/rc/ardupilot(master)$ 
```

`./Tools/autotest/autotest.py --gdb --debug build.ArduSub dive.ArduSub`

At that point in the code we've set the value in AP_Param when we shouldn't have.

We're not honouring `check_frame_type` in the find-by-name codepaths.
",['good first issue'],1
ArduPilot/ardupilot,Rover: servo output range not set after SERVOx_FUNCTION changed,"Servo output ranges are set as part of the AP_MotorsUGV::init function.  This is only called once soon after startup meaning that if a user changes a SERVOx_FUNCTION value the servo's output range will not be correct.  This could lead to odd values being sent out to the servo until the board is rebooted.

We should first verify that the issue is real by setting a second SERVOx_FUNCTION for throttle and then compare it's output to the the servo3 outputs and see if they're different.

The solution might to one of these:

- call the motors init regularly (1hz?) while the vehicle is disarmed
- add boolean values of whether various frame types have been enabled (i..e the return value of have_skid_steering()) and then regularly check if the true/false value has changed and if it has call the init() function again.  Note that this might not work in the edge case where the user is setting up a second channel for throttleLeft or throttleRight because setting up this second channel won't affect the return value of the has_skid_steering() function.","['BUG', 'Rover', 'good first issue']",1
